LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
18262-6,"Cholesterol.in LDL",MCnc,Pt,Ser/Plas,Qn,"Direct assay",CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay",mg/dL,1.0l,false,"Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:Direct assay"
49132-4,"Cholesterol.in LDL",MCnc,Pt,Ser/Plas,Qn,Electrophoresis,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Cholesterol in LDL [Mass/volume] in Serum or Plasma by Electrophoresis",mg/dL,2.21,false,"Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:Electrophoresis"
39469-2,"Cholesterol.in LDL",SCnc,Pt,Ser/Plas,Qn,Calculated,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Cholesterol in LDL [Moles/volume] in Serum or Plasma by calculation",mmol/L,2.15,false,"Cholesterol.in LDL:SCnc:Pt:Ser/Plas:Qn:Calculated"
69419-0,"Cholesterol.in LDL",SCnc,Pt,Ser/Plas,Qn,"Direct assay",CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Cholesterol in LDL [Moles/volume] in Serum or Plasma by Direct assay",mmol/L,2.40,false,"Cholesterol.in LDL:SCnc:Pt:Ser/Plas:Qn:Direct assay"
12773-8,"Cholesterol.in LDL",ACnc,Pt,Ser/Plas,Qn,Electrophoresis,CHEM,2.73,ACTIVE,1,Observation,,,"Cholesterol in LDL [Units/volume] in Serum or Plasma by Electrophoresis",[arb'U]/mL,1.0j-a,false,"Cholesterol.in LDL:ACnc:Pt:Ser/Plas:Qn:Electrophoresis"
47213-4,"Cholesterol.in LDL real size pattern",Prid,Pt,Ser/Plas,Nom,,CHEM,2.73,ACTIVE,1,Observation,,,"Cholesterol in LDL real size pattern [Identifier] in Serum or Plasma",,2.19,false,"Cholesterol.in LDL real size pattern:Prid:Pt:Ser/Plas:Nom:"
50193-2,"Cholesterol.in LDL.narrow density",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL.narrow density [Mass/volume] in Serum or Plasma",mg/dL,2.22,false,"Cholesterol.in LDL.narrow density:MCnc:Pt:Ser/Plas:Qn:"
48090-5,"Cholesterol.in HDL/Cholesterol.in HDL+Cholesterol.in VLDL",SRto,Pt,Ser/Plas,Qn,,CHEM,2.42,ACTIVE,1,Observation,,,"Cholesterol in HDL/Cholesterol in HDL+VLDL [Molar ratio] in Serum or Plasma",,2.21,false,"Cholesterol.in HDL/Cholesterol.in HDL+Cholesterol.in VLDL:SRto:Pt:Ser/Plas:Qn:"
2092-5,"Cholesterol.in VLDL",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.36,DEPRECATED,1,,,mg/dL,"Deprecated Cholesterol.in VLDL [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,"Cholesterol.in VLDL:MCnc:Pt:Ser/Plas:Qn:"
2088-3,"Cholesterol.in IDL",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.36,DEPRECATED,1,,,,"Deprecated Cholesterol.in IDL [Mass/volume] in Serum or Plasma",,1.0,false,"Cholesterol.in IDL:MCnc:Pt:Ser/Plas:Qn:"
9832-7,"Cholesterol.in HDL 2",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in HDL 2 [Mass/volume] in Serum or Plasma",mg/dL,1.0i,false,"Cholesterol.in HDL 2:MCnc:Pt:Ser/Plas:Qn:"
56132-4,"Cholesterol.in HDL 2a",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,nmol/L,"Cholesterol in HDL 2a [Moles/volume] in Serum or Plasma",nmol/L,2.29,false,"Cholesterol.in HDL 2a:SCnc:Pt:Ser/Plas:Qn:"
56133-2,"Cholesterol.in HDL 2b",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,nmol/L,"Cholesterol in HDL 2b [Moles/volume] in Serum or Plasma",nmol/L,2.29,false,"Cholesterol.in HDL 2b:SCnc:Pt:Ser/Plas:Qn:"
35243-5,"Cholesterol.in HDL 3",MSCnc,Pt,Ser/Plas,Qn,,CHEM,2.42,DISCOURAGED,1,Observation,,,"Cholesterol in HDL 3 [Mass or Moles/volume] in Serum or Plasma",,2.11,false,"Cholesterol.in HDL 3:MSCnc:Pt:Ser/Plas:Qn:"
26017-4,"Cholesterol.in HDL 3",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Observation,,mmol/L,"Cholesterol in HDL 3 [Moles/volume] in Serum or Plasma",mmol/L,2.00,false,"Cholesterol.in HDL 3:SCnc:Pt:Ser/Plas:Qn:"
57937-5,"Cholesterol.in HDL 3a",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.34,ACTIVE,1,Both,,mg/dL,"Cholesterol in HDL 3a [Mass/volume] in Serum or Plasma",mg/dL,2.29,false,"Cholesterol.in HDL 3a:MCnc:Pt:Ser/Plas:Qn:"
47220-9,"Cholesterol.in HDL 4+5",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.34,ACTIVE,1,Observation,,mg/dL,"Cholesterol in HDL 4+5 [Mass/volume] in Serum or Plasma",mg/dL,2.19,false,"Cholesterol.in HDL 4+5:MCnc:Pt:Ser/Plas:Qn:"
13458-5,"Cholesterol.in VLDL",MCnc,Pt,Ser/Plas,Qn,Calculated,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in VLDL [Mass/volume] in Serum or Plasma by calculation",mg/dL,1.0j-a,false,"Cholesterol.in VLDL:MCnc:Pt:Ser/Plas:Qn:Calculated"
46986-6,"Cholesterol.in VLDL 3",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Cholesterol in VLDL 3 [Mass/volume] in Serum or Plasma",mg/dL,2.19,false,"Cholesterol.in VLDL 3:MCnc:Pt:Ser/Plas:Qn:"
70203-5,"Cholesterol.in VLDL 3",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,nmol/L,"Cholesterol in VLDL 3 [Moles/volume] in Serum or Plasma",nmol/L,2.40,false,"Cholesterol.in VLDL 3:SCnc:Pt:Ser/Plas:Qn:"
47218-3,"Cholesterol.in VLDL 3+4",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.34,ACTIVE,1,Observation,,mg/dL,"Cholesterol in VLDL 3+4 [Mass/volume] in Serum or Plasma",mg/dL,2.19,false,"Cholesterol.in VLDL 3+4:MCnc:Pt:Ser/Plas:Qn:"
66499-5,"Cholesterol.in VLDL.beta",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in VLDL.beta [Mass/volume] in Serum or Plasma",mg/dL,2.38,false,"Cholesterol.in VLDL.beta:MCnc:Pt:Ser/Plas:Qn:"
34695-7,"Cholesterol.in VLDL/Triglyceride",Ratio,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,,"Cholesterol in VLDL/Triglyceride [Ratio] in Serum or Plasma",,2.11,false,"Cholesterol.in VLDL/Triglyceride:Ratio:Pt:Ser/Plas:Qn:"
35197-3,"Cholesterol.in HDL",MSCnc,Pt,Ser/Plas,Qn,,CHEM,2.42,DISCOURAGED,1,Both,,,"Cholesterol in HDL [Mass or Moles/volume] in Serum or Plasma",,2.11,false,"Cholesterol.in HDL:MSCnc:Pt:Ser/Plas:Qn:"
26015-8,"Cholesterol.in HDL 2",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mmol/L,"Cholesterol in HDL 2 [Moles/volume] in Serum or Plasma",mmol/L,2.00,false,"Cholesterol.in HDL 2:SCnc:Pt:Ser/Plas:Qn:"
57936-7,"Cholesterol.in HDL 2a",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.34,ACTIVE,1,Both,,mg/dL,"Cholesterol in HDL 2a [Mass/volume] in Serum or Plasma",mg/dL,2.29,false,"Cholesterol.in HDL 2a:MCnc:Pt:Ser/Plas:Qn:"
9833-5,"Cholesterol.in HDL 3",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in HDL 3 [Mass/volume] in Serum or Plasma",mg/dL,1.0i,false,"Cholesterol.in HDL 3:MCnc:Pt:Ser/Plas:Qn:"
56134-0,"Cholesterol.in IDL 1",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,nmol/L,"Cholesterol in IDL 1 [Moles/volume] in Serum or Plasma",nmol/L,2.29,false,"Cholesterol.in IDL 1:SCnc:Pt:Ser/Plas:Qn:"
56135-7,"Cholesterol.in IDL 2",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,nmol/L,"Cholesterol in IDL 2 [Moles/volume] in Serum or Plasma",nmol/L,2.29,false,"Cholesterol.in IDL 2:SCnc:Pt:Ser/Plas:Qn:"
66126-4,"Cholesterol.in VLDL",SCnc,Pt,Ser/Plas,Qn,Calculated,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Cholesterol in VLDL [Moles/volume] in Serum or Plasma by calculation",mmol/L,2.38,false,"Cholesterol.in VLDL:SCnc:Pt:Ser/Plas:Qn:Calculated"
49624-0,"Cholesterol.in VLDL 1+2",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Cholesterol in VLDL 1+2 [Mass/volume] in Serum or Plasma",mg/dL,2.22,false,"Cholesterol.in VLDL 1+2:MCnc:Pt:Ser/Plas:Qn:"
47219-1,"Cholesterol.in VLDL 5+6",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.34,ACTIVE,1,Observation,,mg/dL,"Cholesterol in VLDL 5+6 [Mass/volume] in Serum or Plasma",mg/dL,2.19,false,"Cholesterol.in VLDL 5+6:MCnc:Pt:Ser/Plas:Qn:"
86911-5,"Cholesterol.in LDL goal",MCnc,Pt,Ser/Plas,Qn,,CLIN,2.63,ACTIVE,2,Both,,mg/dl,"Cholesterol in LDL goal [Mass/volume] Serum or Plasma",mg/dL,2.63,false,"Cholesterol.in LDL goal:MCnc:Pt:Ser/Plas:Qn:"
55440-2,"Cholesterol.in LDL",MCnc,Pt,Ser/Plas,Qn,VAP,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol.in LDL (real) [Mass/volume] in Serum or Plasma by VAP",mg/dL,2.27,false,"Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:VAP"
74359-1,"Cholesterol ester transfer protein actual/normal",RelACnc,Pt,Ser/Plas,Qn,,CHEM,2.46,ACTIVE,1,Both,,%,"Cholesterol ester transfer protein actual/normal in Serum or Plasma",%,2.46,false,"Cholesterol ester transfer protein actual/normal:RelACnc:Pt:Ser/Plas:Qn:"
100733-5,"Cholesterol.in LDL^corrected for Cholesterol.in lipoprotein (little a)",MCnc,Pt,Ser,Qn,Calculated,CHEM,2.82,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL [Mass/volume] in Serum by calculation --corrected for Cholesterol.in lipoprotein (little a)",mg/dL,2.73,false,"Cholesterol.in LDL^corrected for Cholesterol.in lipoprotein (little a):MCnc:Pt:Ser:Qn:Calculated"
2086-7,"Cholesterol.in HDL",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.36,DEPRECATED,1,,,mg/dL,"Deprecated Cholesterol.in HDL [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,"Cholesterol.in HDL:MCnc:Pt:Ser/Plas:Qn:"
96259-7,"Cholesterol.in LDL",MCnc,Pt,Ser/Plas,Qn,Calculated.Martin-Hopkins,CHEM,2.69,ACTIVE,1,Both,,mg/dl,"Cholesterol in LDL [Mass/volume] in Serum or Plasma by Calculated by Martin-Hopkins",mg/dL,2.69,false,"Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:Calculated.Martin-Hopkins"
96258-9,"Cholesterol.in LDL",SCnc,Pt,Ser/Plas,Qn,Calculated.Martin-Hopkins,CHEM,2.69,ACTIVE,1,Both,,mmol/L,"Cholesterol in LDL [Moles/volume] in Serum or Plasma by Calculated by Martin-Hopkins",mmol/L,2.69,false,"Cholesterol.in LDL:SCnc:Pt:Ser/Plas:Qn:Calculated.Martin-Hopkins"
48637-3,"Cholesterol.in LDL pattern BI",PrThr,Pt,Ser/Plas,Ord,Electrophoresis,CHEM,2.56,ACTIVE,1,Observation,,,"Cholesterol in LDL pattern BI [Presence] in Serum or Plasma by Electrophoresis",,2.21,false,"Cholesterol.in LDL pattern BI:PrThr:Pt:Ser/Plas:Ord:Electrophoresis"
48636-5,"Cholesterol.in LDL pattern BII",PrThr,Pt,Ser/Plas,Ord,Electrophoresis,CHEM,2.56,ACTIVE,1,Observation,,,"Cholesterol in LDL pattern BII [Presence] in Serum or Plasma by Electrophoresis",,2.21,false,"Cholesterol.in LDL pattern BII:PrThr:Pt:Ser/Plas:Ord:Electrophoresis"
44711-0,"Cholesterol.in LDL/Apolipoprotein B",MRto,Pt,Ser/Plas,Qn,,CHEM,2.42,ACTIVE,1,Observation,,,"Cholesterol in LDL/Apolipoprotein B [Mass Ratio] in Serum or Plasma",,2.17,false,"Cholesterol.in LDL/Apolipoprotein B:MRto:Pt:Ser/Plas:Qn:"
18263-4,"Cholesterol.in HDL",MCnc,Pt,Ser/Plas.ultracentrifugate,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in HDL [Mass/volume] in Serum or Plasma ultracentrifugate",mg/dL,1.0l,false,"Cholesterol.in HDL:MCnc:Pt:Ser/Plas.ultracentrifugate:Qn:"
26016-6,"Cholesterol.in HDL 2",MCnc,Pt,Ser/Plas.ultracentrifugate,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in HDL 2 [Mass/volume] in Serum or Plasma ultracentrifugate",mg/dL,2.00,false,"Cholesterol.in HDL 2:MCnc:Pt:Ser/Plas.ultracentrifugate:Qn:"
49130-8,"Cholesterol.in HDL",MCnc,Pt,Ser/Plas,Qn,Electrophoresis,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Cholesterol in HDL [Mass/volume] in Serum or Plasma by Electrophoresis",mg/dL,2.21,false,"Cholesterol.in HDL:MCnc:Pt:Ser/Plas:Qn:Electrophoresis"
90364-1,"Cholesterol.in LDL.small dense",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dl,"Cholesterol.in LDL.small dense [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL.small dense:MCnc:Pt:Ser/Plas:Qn:"
49133-2,"Cholesterol.in VLDL",MCnc,Pt,Ser/Plas,Qn,Electrophoresis,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in VLDL [Mass/volume] in Serum or Plasma by Electrophoresis",mg/dL,2.21,false,"Cholesterol.in VLDL:MCnc:Pt:Ser/Plas:Qn:Electrophoresis"
50192-4,"Cholesterol.in VLDL 1+2+3",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,mg/dL,"Cholesterol in VLDL 1+2+3 [Mass/volume] in Serum or Plasma",mg/dL,2.22,false,"Cholesterol.in VLDL 1+2+3:MCnc:Pt:Ser/Plas:Qn:"
12772-0,"Cholesterol.in HDL",ACnc,Pt,Ser/Plas,Qn,Electrophoresis,CHEM,2.69,ACTIVE,1,Observation,,,"Cholesterol in HDL [Units/volume] in Serum or Plasma by Electrophoresis",[arb'U]/mL,1.0j-a,false,"Cholesterol.in HDL:ACnc:Pt:Ser/Plas:Qn:Electrophoresis"
12771-2,"Cholesterol.in HDL",PrThr,Pt,Ser/Plas,Ord,Electrophoresis,CHEM,2.73,ACTIVE,1,Observation,,,"Cholesterol in HDL [Presence] in Serum or Plasma by Electrophoresis",,1.0j-a,false,"Cholesterol.in HDL:PrThr:Pt:Ser/Plas:Ord:Electrophoresis"
47221-7,"Cholesterol.in HDL 1+2",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.34,ACTIVE,1,Observation,,mg/dL,"Cholesterol in HDL 1+2 [Mass/volume] in Serum or Plasma",mg/dL,2.19,false,"Cholesterol.in HDL 1+2:MCnc:Pt:Ser/Plas:Qn:"
50409-2,"Cholesterol.in HDL 2+3",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,mg/dL,"Cholesterol in HDL 2+3 [Mass/volume] in Serum or Plasma",mg/dL,2.22,false,"Cholesterol.in HDL 2+3:MCnc:Pt:Ser/Plas:Qn:"
96959-2,"Cholesterol.in LDL.small dense",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,mmol/L,"Cholesterol.in LDL.small dense [Moles/volume] in Serum or Plasma",mmol/L,2.70,false,"Cholesterol.in LDL.small dense:SCnc:Pt:Ser/Plas:Qn:"
44733-4,"Triglyceride/Cholesterol.in HDL",MRto,Pt,Ser/Plas,Qn,,CHEM,2.42,ACTIVE,1,Observation,,,"Triglyceride/Cholesterol in HDL [Mass Ratio] in Serum or Plasma",,2.17,false,"Triglyceride/Cholesterol.in HDL:MRto:Pt:Ser/Plas:Qn:"
55607-6,"Triglyceride/Cholesterol.in HDL",SRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,,"Triglyceride/Cholesterol in HDL [Molar ratio] in Serum or Plasma",,2.27,false,"Triglyceride/Cholesterol.in HDL:SRto:Pt:Ser/Plas:Qn:"
35389-6,"Cholesterol.in chylomicrons",PrThr,Pt,Ser/Plas,Ord,,CHEM,2.56,ACTIVE,1,Both,,,"Cholesterol.in chylomicrons [Presence] in Serum or Plasma",,2.13,false,"Cholesterol.in chylomicrons:PrThr:Pt:Ser/Plas:Ord:"
34467-1,"Cholesterol.in chylomicrons",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Cholesterol.in chylomicrons [Mass/volume] in Serum or Plasma",mg/dL,2.10,false,"Cholesterol.in chylomicrons:MCnc:Pt:Ser/Plas:Qn:"
56035-9,"Apolipoprotein A-I/Cholesterol.in HDL",MRto,Pt,Ser/Plas,Qn,,CHEM,2.44,ACTIVE,1,Observation,,Ratio,"Apolipoprotein A-I/Cholesterol in HDL [Mass Ratio] in Serum or Plasma",{Ratio},2.29,false,"Apolipoprotein A-I/Cholesterol.in HDL:MRto:Pt:Ser/Plas:Qn:"
